Girl0,75,49,67,intelligent,desperate
Girl1,32,56,85,intelligent,desperate
Girl2,77,8,75,attractive,normal
Girl3,9,76,80,attractive,choosy
Girl4,0,9,67,rich,desperate
Girl5,71,10,43,rich,desperate
Girl6,55,17,76,rich,desperate
Girl7,77,89,75,attractive,normal
Girl8,54,35,78,intelligent,desperate
Girl9,61,16,5,intelligent,choosy
Girl10,26,5,39,rich,choosy
Girl11,47,55,23,intelligent,normal
Girl12,91,76,87,rich,normal
Girl13,30,61,65,attractive,normal
Girl14,74,42,80,intelligent,choosy
Girl15,78,86,46,intelligent,desperate
Girl16,49,53,9,intelligent,desperate
Girl17,44,2,55,intelligent,normal
Girl18,30,72,92,rich,desperate
Girl19,52,56,83,attractive,desperate
Girl20,25,76,23,rich,desperate
Girl21,66,59,57,rich,normal
Girl22,89,0,56,rich,normal
Girl23,11,87,47,attractive,normal
Girl24,7,48,8,intelligent,normal
Girl25,56,23,52,attractive,desperate
Girl26,66,19,14,intelligent,desperate
Girl27,89,97,11,intelligent,choosy
Girl28,6,35,23,rich,normal
Girl29,70,8,20,rich,choosy
Girl30,86,71,30,intelligent,desperate
Girl31,11,98,88,attractive,choosy
Girl32,25,54,17,rich,normal
Girl33,94,71,88,attractive,desperate
Girl34,16,41,27,attractive,normal
Girl35,16,70,64,rich,normal
Girl36,13,44,18,attractive,choosy
Girl37,88,58,96,rich,desperate
Girl38,94,30,45,intelligent,choosy
Girl39,73,3,78,intelligent,choosy
Girl40,47,87,37,rich,desperate
Girl41,52,47,54,attractive,desperate
Girl42,23,77,6,attractive,desperate
Girl43,21,61,78,rich,desperate
Girl44,83,1,16,intelligent,normal
Girl45,43,65,18,attractive,choosy
Girl46,31,98,0,rich,desperate
Girl47,74,70,37,attractive,desperate
Girl48,91,89,66,intelligent,normal
Girl49,45,13,6,intelligent,desperate
Girl50,46,11,19,rich,normal
Girl51,64,16,56,intelligent,choosy
Girl52,4,54,19,intelligent,choosy
Girl53,12,25,70,attractive,desperate
Girl54,27,60,4,intelligent,choosy
Girl55,13,84,35,attractive,choosy
Girl56,99,68,96,intelligent,desperate
Girl57,29,42,44,rich,normal
Girl58,48,90,20,attractive,choosy
Girl59,56,91,74,attractive,desperate
Girl60,81,48,0,rich,normal
Girl61,21,7,35,attractive,choosy
Girl62,57,68,86,intelligent,choosy
Girl63,66,88,31,attractive,choosy
Girl64,48,63,36,intelligent,desperate
Girl65,26,48,31,intelligent,desperate
Girl66,68,73,85,intelligent,choosy
Girl67,77,55,80,rich,choosy
Girl68,82,69,86,rich,choosy
Girl69,8,20,96,intelligent,choosy
Girl70,77,49,23,rich,desperate
Girl71,63,96,74,attractive,desperate
Girl72,52,64,15,attractive,desperate
Girl73,67,52,69,rich,choosy
Girl74,81,66,70,rich,choosy
Girl75,97,82,12,attractive,choosy
Girl76,42,71,42,attractive,normal
Girl77,72,56,45,rich,desperate
Girl78,86,21,39,attractive,choosy
Girl79,58,15,22,intelligent,normal
Girl80,55,25,57,intelligent,normal
Girl81,90,96,77,rich,choosy
Girl82,47,25,39,rich,desperate
Girl83,99,50,71,intelligent,choosy
Girl84,17,33,25,attractive,normal
Girl85,70,18,20,attractive,normal
Girl86,48,26,22,attractive,normal
Girl87,62,65,29,intelligent,desperate
Girl88,61,3,52,attractive,choosy
Girl89,93,27,64,rich,choosy
Girl90,59,25,5,rich,desperate
Girl91,8,73,22,rich,normal
Girl92,46,50,86,intelligent,normal
Girl93,85,26,34,rich,desperate
Girl94,12,25,73,intelligent,normal
Girl95,42,19,85,intelligent,choosy
Girl96,2,22,23,attractive,choosy
Girl97,37,44,86,attractive,desperate
Girl98,73,75,70,intelligent,choosy
Girl99,7,90,63,intelligent,choosy
Girl100,2,72,73,attractive,choosy
Girl101,48,76,75,intelligent,normal
Girl102,11,63,36,attractive,desperate
Girl103,73,76,96,rich,desperate
Girl104,13,66,44,attractive,desperate
Girl105,52,60,19,attractive,choosy
Girl106,19,52,56,rich,desperate
Girl107,84,29,11,intelligent,desperate
Girl108,47,88,7,rich,normal
Girl109,22,82,51,intelligent,normal
Girl110,53,64,69,rich,normal
Girl111,43,14,3,attractive,choosy
Girl112,65,4,39,rich,desperate
Girl113,56,48,84,rich,normal
Girl114,12,12,34,attractive,desperate
Girl115,69,45,25,intelligent,choosy
Girl116,5,63,79,attractive,desperate
Girl117,57,10,71,rich,desperate
Girl118,34,9,94,intelligent,desperate
Girl119,85,89,7,intelligent,choosy
Girl120,61,43,99,attractive,desperate
Girl121,34,4,65,attractive,desperate
Girl122,20,17,14,attractive,choosy
Girl123,68,62,24,attractive,desperate
Girl124,65,46,75,rich,choosy
Girl125,83,31,75,rich,choosy
Girl126,29,60,44,intelligent,normal
Girl127,93,84,79,intelligent,choosy
Girl128,82,34,11,intelligent,choosy
Girl129,74,99,60,intelligent,normal
Girl130,19,7,18,intelligent,choosy
Girl131,69,0,17,attractive,desperate
Girl132,10,56,67,attractive,desperate
Girl133,67,18,32,rich,normal
Girl134,6,48,77,intelligent,normal
Girl135,15,87,60,attractive,normal
Girl136,25,26,58,attractive,desperate
Girl137,17,80,83,rich,normal
Girl138,10,12,55,attractive,choosy
Girl139,89,87,67,rich,choosy
Girl140,56,30,0,attractive,normal
Girl141,65,8,60,attractive,choosy
Girl142,17,74,1,attractive,choosy
Girl143,60,48,74,intelligent,desperate
Girl144,2,89,2,attractive,desperate
Girl145,5,96,25,intelligent,desperate
Girl146,12,88,45,rich,desperate
Girl147,15,27,82,intelligent,desperate
Girl148,57,14,77,attractive,normal
Girl149,52,90,29,intelligent,normal
Girl150,3,67,34,attractive,normal
Girl151,43,78,74,rich,choosy
Girl152,49,98,57,attractive,normal
Girl153,80,6,26,attractive,desperate
Girl154,25,19,88,rich,desperate
Girl155,68,76,29,attractive,choosy
Girl156,87,37,77,attractive,desperate
Girl157,46,93,59,intelligent,desperate
Girl158,62,14,5,rich,desperate
Girl159,69,34,20,attractive,desperate
Girl160,8,72,19,rich,desperate
Girl161,35,52,87,intelligent,normal
Girl162,62,92,54,attractive,normal
Girl163,6,42,34,attractive,desperate
Girl164,71,82,6,rich,desperate
Girl165,2,35,30,intelligent,normal
Girl166,34,56,31,intelligent,desperate
Girl167,85,2,76,intelligent,desperate
Girl168,37,75,86,rich,desperate
Girl169,71,47,13,rich,desperate
Girl170,96,64,49,attractive,choosy
Girl171,8,39,47,intelligent,normal
Girl172,26,18,33,intelligent,choosy
Girl173,95,49,49,intelligent,choosy
Girl174,19,86,81,intelligent,desperate
Girl175,87,4,52,rich,normal
Girl176,17,42,82,intelligent,choosy
Girl177,23,26,3,attractive,normal
Girl178,13,53,29,intelligent,desperate
Girl179,88,43,57,intelligent,choosy
Girl180,91,50,25,attractive,desperate
Girl181,61,82,14,rich,choosy
Girl182,57,94,45,attractive,choosy
Girl183,91,42,15,rich,choosy
Girl184,73,14,39,attractive,choosy
Girl185,94,70,2,intelligent,choosy
Girl186,21,5,91,rich,desperate
Girl187,98,58,80,intelligent,choosy
Girl188,91,79,66,rich,desperate
Girl189,20,44,30,intelligent,normal
Girl190,78,80,77,attractive,desperate
Girl191,74,43,97,rich,desperate
Girl192,14,62,81,rich,normal
Girl193,90,94,47,rich,normal
Girl194,42,28,87,rich,normal
Girl195,66,5,53,rich,normal
Girl196,75,96,75,intelligent,choosy
Girl197,33,41,57,attractive,normal
Girl198,31,1,86,rich,choosy
Girl199,7,64,90,intelligent,choosy
Girl200,70,49,58,attractive,choosy
Girl201,5,15,59,rich,choosy
Girl202,76,90,17,intelligent,normal
Girl203,80,29,13,intelligent,normal
Girl204,6,21,32,intelligent,choosy
Girl205,5,95,92,rich,desperate
Girl206,26,1,92,intelligent,desperate
Girl207,95,73,42,intelligent,normal
Girl208,65,55,83,attractive,desperate
Girl209,9,83,69,rich,choosy
Girl210,72,64,88,rich,choosy
Girl211,76,6,84,intelligent,desperate
Girl212,32,33,82,intelligent,desperate
Girl213,65,82,94,intelligent,desperate
Girl214,68,59,22,attractive,normal
Girl215,52,56,97,attractive,desperate
Girl216,67,3,8,attractive,desperate
Girl217,77,68,47,intelligent,normal
Girl218,3,47,65,intelligent,desperate
Girl219,97,44,90,intelligent,choosy
Girl220,98,27,57,attractive,desperate
Girl221,77,25,3,rich,normal
Girl222,57,72,7,rich,choosy
Girl223,26,42,66,rich,choosy
Girl224,15,20,36,attractive,normal
Girl225,70,62,20,rich,normal
Girl226,6,89,21,intelligent,desperate
Girl227,49,87,92,intelligent,choosy
Girl228,51,12,52,intelligent,choosy
Girl229,72,35,36,rich,desperate
Girl230,76,32,2,intelligent,choosy
Girl231,21,8,3,intelligent,desperate
Girl232,97,85,85,intelligent,desperate
Girl233,4,32,28,attractive,choosy
Girl234,1,21,16,rich,choosy
Girl235,23,20,53,rich,desperate
Girl236,86,86,77,intelligent,choosy
Girl237,4,45,82,attractive,choosy
Girl238,81,0,39,rich,normal
Girl239,21,41,79,attractive,normal
Girl240,99,2,46,intelligent,normal
Girl241,43,69,53,rich,desperate
Girl242,89,96,25,rich,choosy
Girl243,28,0,73,rich,desperate
Girl244,39,60,27,attractive,choosy
Girl245,57,70,29,intelligent,normal
Girl246,93,12,76,intelligent,choosy
Girl247,96,78,85,intelligent,choosy
Girl248,65,48,77,attractive,choosy
Girl249,42,56,31,rich,choosy
Girl250,32,4,89,attractive,normal
Girl251,8,22,70,attractive,desperate
Girl252,51,64,42,attractive,normal
Girl253,26,18,28,rich,choosy
Girl254,41,5,67,intelligent,desperate
Girl255,36,15,26,rich,normal
Girl256,52,26,2,rich,choosy
Girl257,8,79,38,rich,choosy
Girl258,55,59,2,attractive,desperate
Girl259,74,21,69,attractive,desperate
Girl260,73,79,80,intelligent,choosy
Girl261,52,52,42,rich,normal
Girl262,90,22,47,attractive,desperate
Girl263,36,44,9,rich,choosy
Girl264,56,41,64,rich,desperate
Girl265,75,86,15,rich,normal
Girl266,88,43,36,intelligent,normal
Girl267,94,46,37,rich,choosy
Girl268,80,64,85,attractive,desperate
Girl269,14,3,1,intelligent,normal
Girl270,74,61,76,attractive,desperate
Girl271,44,99,5,attractive,choosy
Girl272,32,1,23,intelligent,normal
Girl273,30,76,94,rich,choosy
Girl274,34,72,38,attractive,desperate
Girl275,17,32,50,intelligent,choosy
Girl276,42,92,12,intelligent,normal
Girl277,26,59,48,attractive,normal
Girl278,54,84,48,attractive,choosy
Girl279,75,73,82,intelligent,desperate
Girl280,12,77,28,intelligent,normal
Girl281,14,12,53,rich,choosy
Girl282,41,0,46,attractive,choosy
Girl283,87,97,52,rich,normal
Girl284,64,11,0,attractive,desperate
Girl285,12,37,46,intelligent,choosy
Girl286,61,90,27,intelligent,choosy
Girl287,89,66,26,attractive,normal
Girl288,48,40,91,attractive,normal
Girl289,1,10,37,attractive,desperate
Girl290,17,99,76,attractive,choosy
Girl291,93,89,62,rich,desperate
Girl292,77,89,60,intelligent,desperate
Girl293,92,58,72,attractive,normal
Girl294,43,84,4,rich,normal
Girl295,37,54,7,rich,normal
Girl296,32,0,74,intelligent,normal
Girl297,50,68,71,rich,desperate
Girl298,37,47,27,attractive,normal
Girl299,58,96,91,rich,desperate
Girl300,44,26,29,intelligent,desperate
Girl301,53,55,11,intelligent,choosy
Girl302,94,80,39,attractive,choosy
Girl303,8,44,91,intelligent,choosy
Girl304,10,14,71,attractive,choosy
Girl305,61,75,71,intelligent,normal
Girl306,54,20,96,intelligent,normal
Girl307,57,25,1,rich,choosy
Girl308,4,82,67,attractive,normal
Girl309,43,57,73,attractive,choosy
Girl310,86,75,50,intelligent,desperate
Girl311,39,55,53,attractive,choosy
Girl312,7,64,6,attractive,choosy
Girl313,52,25,36,attractive,normal
Girl314,4,15,6,attractive,desperate
Girl315,10,53,28,intelligent,normal
Girl316,89,62,20,attractive,choosy
Girl317,13,0,35,attractive,normal
Girl318,89,70,82,attractive,desperate
Girl319,46,38,86,attractive,choosy
Girl320,88,13,91,attractive,desperate
Girl321,10,75,98,attractive,desperate
Girl322,34,51,45,rich,desperate
Girl323,43,70,59,rich,choosy
Girl324,80,18,70,intelligent,choosy
Girl325,54,12,87,rich,choosy
Girl326,36,34,23,attractive,desperate
Girl327,55,88,52,rich,choosy
Girl328,82,54,50,attractive,choosy
Girl329,74,47,89,rich,choosy
Girl330,83,4,43,attractive,choosy
Girl331,43,36,48,rich,choosy
Girl332,22,74,57,rich,normal
Girl333,74,88,31,attractive,desperate
Girl334,9,87,5,intelligent,choosy
Girl335,54,90,20,rich,choosy
Girl336,39,80,97,rich,choosy
Girl337,91,63,20,rich,choosy
Girl338,94,99,28,rich,choosy
Girl339,9,78,83,rich,choosy
Girl340,14,15,39,rich,desperate
Girl341,94,46,51,intelligent,normal
Girl342,47,63,21,rich,normal
Girl343,11,85,71,rich,desperate
Girl344,14,26,29,rich,desperate
