essential,31,78,35,31
luxury,51,36,66,53
essential,47,69,99,23
essential,53,3,76,32
utility,39,41,53,69
essential,27,75,43,1
utility,30,7,11,23
essential,48,28,98,78
utility,67,2,35,9
essential,12,40,50,99
luxury,28,91,36,2
essential,49,17,19,47
utility,60,82,49,96
utility,45,80,41,37
essential,91,13,5,6
luxury,54,91,30,35
essential,8,9,46,81
luxury,43,87,8,64
utility,81,15,96,74
utility,63,45,77,33
luxury,22,91,60,47
luxury,77,76,1,38
essential,17,20,80,30
essential,50,72,17,82
luxury,57,58,41,21
essential,17,19,61,77
essential,63,50,96,76
luxury,59,37,25,47
essential,64,27,62,60
utility,22,74,61,62
essential,80,60,4,27
essential,1,24,55,96
luxury,13,39,53,59
essential,10,44,45,61
essential,73,38,56,77
essential,94,63,68,59
luxury,98,22,15,55
luxury,85,82,88,65
utility,49,5,25,68
essential,54,22,37,46
utility,77,0,16,35
essential,86,97,6,54
essential,84,42,93,82
luxury,98,56,18,34
essential,89,70,59,55
essential,67,61,82,59
utility,45,41,95,77
luxury,43,88,68,4
utility,87,50,74,6
luxury,12,54,64,80
utility,66,57,11,11
essential,84,71,30,48
essential,51,65,23,31
essential,72,51,82,94
essential,73,84,60,51
utility,57,90,55,20
luxury,48,94,53,34
luxury,90,23,1,78
essential,4,7,15,22
luxury,43,20,23,13
essential,60,24,50,62
luxury,88,9,66,7
utility,55,89,5,42
essential,54,34,25,47
essential,26,0,45,36
utility,5,0,42,45
utility,81,14,66,23
luxury,12,19,37,98
utility,21,90,30,98
essential,68,53,94,40
essential,23,23,80,56
luxury,16,44,75,59
utility,32,60,18,28
utility,8,63,22,97
luxury,61,90,81,89
essential,65,37,14,31
essential,88,72,0,72
essential,79,96,64,4
luxury,61,25,73,53
essential,98,14,81,68
utility,38,45,24,84
utility,67,37,60,20
utility,37,34,42,0
utility,25,52,12,20
utility,95,4,13,0
essential,16,42,69,19
utility,7,61,67,76
utility,81,89,25,64
utility,39,49,44,20
utility,45,72,9,80
utility,48,24,56,61
essential,62,49,1,45
essential,5,72,70,78
utility,80,16,69,69
utility,50,87,84,95
essential,84,81,95,14
utility,26,4,93,90
utility,34,3,99,55
luxury,50,62,95,95
essential,29,4,12,41
essential,3,12,31,9
luxury,63,21,93,63
utility,24,89,16,79
essential,20,47,96,87
essential,97,14,5,31
essential,90,31,94,45
utility,57,39,29,38
utility,95,46,4,5
luxury,67,43,94,13
luxury,82,3,4,44
essential,61,74,60,95
essential,97,68,91,69
utility,95,6,21,46
utility,44,20,80,67
luxury,86,78,10,49
utility,4,53,53,35
luxury,1,61,41,24
essential,27,49,95,32
luxury,35,33,12,36
utility,44,89,73,52
luxury,52,2,4,73
essential,51,36,6,42
essential,67,20,65,64
essential,33,19,25,90
luxury,14,60,29,35
essential,59,76,9,41
utility,40,25,7,27
luxury,37,63,99,58
utility,90,63,21,36
luxury,2,38,20,44
utility,49,66,34,59
luxury,63,84,79,50
utility,0,94,76,43
luxury,70,34,23,64
luxury,51,32,1,90
utility,80,59,35,15
essential,15,24,4,40
luxury,29,7,84,16
utility,90,72,23,60
utility,32,73,20,4
utility,99,63,85,98
luxury,67,92,69,73
luxury,74,59,78,30
luxury,84,23,79,56
utility,93,35,9,34
essential,39,58,7,43
utility,2,55,67,25
luxury,50,55,88,63
luxury,32,41,81,81
luxury,47,43,29,86
essential,39,45,79,9
essential,92,93,47,78
luxury,4,96,34,26
essential,61,10,80,41
luxury,71,97,20,84
essential,34,87,1,52
utility,66,57,80,87
utility,49,11,74,96
essential,91,15,61,22
utility,96,57,67,53
luxury,68,66,93,6
essential,74,34,84,11
essential,82,1,87,35
essential,52,99,62,63
luxury,81,18,81,70
utility,65,70,21,68
utility,97,77,23,99
utility,17,76,18,6
luxury,29,15,76,19
utility,61,93,26,68
luxury,41,92,10,89
utility,79,52,63,53
luxury,5,11,91,80
utility,34,21,49,49
luxury,33,51,61,57
utility,4,76,24,96
essential,57,67,0,57
essential,6,93,45,62
luxury,44,88,5,28
essential,11,21,75,12
utility,88,84,73,91
essential,54,85,81,20
luxury,21,57,30,91
essential,37,20,69,75
essential,92,48,27,59
luxury,61,30,93,33
luxury,88,4,22,17
essential,42,44,9,96
utility,26,54,82,51
luxury,28,51,19,68
utility,29,67,35,68
luxury,15,51,84,0
utility,25,52,2,90
luxury,69,37,40,97
essential,48,57,55,40
utility,41,90,8,6
utility,23,79,78,21
essential,49,24,53,55
essential,51,54,44,46
utility,86,72,72,96
essential,28,7,32,17
luxury,4,92,87,55
essential,52,34,63,88
utility,52,95,47,59
essential,4,44,62,14
luxury,30,18,93,87
luxury,76,13,76,66
essential,52,18,62,35
essential,68,53,6,41
utility,61,12,22,80
utility,20,68,50,12
essential,18,77,0,81
luxury,13,1,18,80
utility,42,12,38,64
luxury,92,55,55,78
utility,11,69,8,84
utility,99,82,87,49
essential,15,21,39,45
luxury,79,4,21,67
essential,85,35,58,99
utility,24,76,74,99
luxury,81,64,80,24
luxury,64,43,66,56
utility,37,1,2,11
utility,71,22,1,87
luxury,24,76,96,88
utility,18,1,38,8
utility,66,40,13,90
luxury,13,11,74,12
luxury,59,33,72,3
utility,76,15,51,76
essential,52,11,12,10
utility,38,36,99,31
luxury,7,34,25,13
utility,70,8,96,89
utility,51,32,97,30
utility,47,9,40,84
essential,97,49,34,84
luxury,58,83,12,92
essential,31,19,85,14
luxury,83,10,57,93
luxury,58,37,21,62
essential,90,6,62,47
luxury,32,60,7,14
essential,50,70,46,70
essential,56,0,15,35
utility,33,65,95,12
luxury,35,47,75,57
luxury,19,94,86,67
luxury,12,68,40,98
luxury,92,73,98,53
luxury,21,84,86,56
luxury,0,74,26,12
essential,49,65,83,89
luxury,4,42,80,43
luxury,1,16,32,79
utility,40,36,24,76
essential,79,64,49,84
luxury,61,64,59,29
essential,89,93,34,26
luxury,52,80,83,38
luxury,53,37,42,73
essential,6,46,65,45
luxury,23,6,2,58
essential,1,29,68,1
luxury,24,63,73,35
essential,44,93,94,68
utility,64,45,66,44
luxury,67,73,46,10
luxury,36,60,92,67
essential,2,71,99,57
luxury,63,34,10,10
essential,45,83,90,21
luxury,39,36,27,64
essential,51,53,52,1
luxury,38,29,54,34
utility,1,63,77,70
utility,52,61,21,38
luxury,46,31,90,70
essential,87,29,8,62
essential,53,89,94,69
luxury,56,25,14,9
essential,26,38,86,21
utility,63,61,23,49
essential,42,46,67,93
essential,68,83,88,73
essential,13,89,64,64
utility,89,74,77,98
utility,28,56,54,16
utility,38,36,64,59
utility,50,91,57,74
luxury,45,85,11,23
utility,8,47,42,59
essential,79,72,32,45
essential,20,75,48,20
luxury,61,92,13,51
essential,16,5,40,47
luxury,39,74,97,21
luxury,33,45,25,55
utility,68,81,79,20
essential,46,61,34,10
luxury,3,69,38,23
luxury,5,26,38,32
luxury,13,81,93,7
essential,55,17,82,77
essential,46,95,64,32
utility,26,28,5,76
utility,72,33,41,87
luxury,39,76,78,57
utility,3,37,86,30
luxury,37,31,22,75
essential,51,58,44,53
luxury,48,62,49,69
luxury,29,53,12,94
luxury,40,86,68,79
luxury,17,21,0,21
utility,17,28,83,12
utility,39,68,25,91
essential,31,0,26,89
utility,83,32,15,35
essential,0,71,75,87
essential,31,30,32,76
utility,52,90,93,95
utility,40,72,82,9
luxury,87,65,67,74
utility,26,76,49,65
utility,82,97,64,30
essential,75,77,36,9
essential,23,5,27,11
utility,96,89,8,98
luxury,86,38,34,17
essential,48,62,82,65
essential,85,78,94,5
essential,52,33,66,44
luxury,97,14,47,37
essential,53,39,70,15
utility,80,74,87,96
essential,83,1,89,73
luxury,34,89,43,24
utility,91,51,81,61
essential,51,82,15,50
luxury,95,14,58,21
essential,27,32,39,2
luxury,96,72,28,15
utility,56,89,40,35
luxury,85,43,72,45
essential,58,65,51,80
luxury,88,92,92,92
luxury,20,67,26,52
luxury,56,46,17,87
luxury,63,37,76,89
utility,56,40,49,4
luxury,89,61,67,86
luxury,29,90,53,93
utility,98,49,9,99
utility,60,55,63,78
essential,9,24,67,84
essential,39,90,33,18
utility,84,43,23,9
essential,63,37,18,76
essential,92,85,44,36
utility,53,55,61,21
luxury,38,64,37,48
utility,27,35,51,25
utility,84,41,6,22
luxury,81,23,10,54
utility,88,37,54,83
utility,40,27,44,76
luxury,25,31,65,31
luxury,7,34,95,85
utility,78,88,43,76
luxury,57,79,67,5
essential,66,33,4,66
luxury,84,73,31,22
luxury,62,37,59,79
essential,3,70,8,28
utility,31,76,59,67
utility,88,88,70,76
utility,96,98,33,64
utility,28,2,58,22
essential,89,18,68,32
essential,55,45,43,58
utility,75,14,39,82
luxury,90,67,98,25
luxury,30,15,55,28
luxury,87,67,74,55
essential,96,72,36,73
utility,50,0,17,75
essential,21,87,73,22
utility,93,39,99,26
utility,40,50,52,13
luxury,52,43,85,40
luxury,92,55,33,48
utility,50,52,12,16
utility,31,25,20,83
utility,9,5,78,48
luxury,0,53,1,65
utility,96,17,85,63
essential,44,38,12,81
utility,32,33,17,46
luxury,53,63,11,16
essential,37,20,63,4
utility,54,63,56,28
utility,59,41,63,81
luxury,90,57,59,71
essential,7,93,69,26
utility,12,28,27,46
essential,14,54,99,30
luxury,73,51,32,44
luxury,33,0,48,34
luxury,14,43,14,91
utility,80,67,38,84
essential,91,48,92,42
utility,28,32,44,49
luxury,44,24,59,61
utility,12,77,82,13
essential,27,48,61,44
luxury,74,60,7,24
essential,64,30,42,33
utility,89,90,78,66
utility,33,15,37,75
essential,96,48,38,67
luxury,63,68,22,75
utility,31,77,42,59
essential,40,51,26,90
utility,60,17,13,9
luxury,94,53,9,62
utility,27,11,74,12
utility,8,86,20,57
utility,27,21,79,52
utility,82,45,42,4
luxury,94,50,2,81
luxury,42,63,99,85
essential,7,24,31,26
luxury,32,66,97,66
luxury,98,39,89,96
luxury,64,70,78,68
essential,76,42,2,83
luxury,44,30,58,32
utility,18,28,96,54
essential,4,10,61,40
luxury,22,57,37,18
utility,45,64,55,79
utility,11,86,28,48
luxury,33,0,29,10
essential,30,87,43,34
luxury,4,61,93,64
essential,77,85,21,19
luxury,94,29,34,74
utility,37,64,10,25
essential,89,19,73,63
utility,83,68,85,45
utility,32,31,97,73
essential,11,12,77,10
utility,78,74,81,40
luxury,13,95,93,45
utility,71,41,74,81
utility,46,91,26,71
essential,60,80,56,80
luxury,59,19,41,5
utility,54,84,70,82
essential,10,52,68,38
luxury,86,92,99,15
luxury,91,48,49,44
utility,35,83,4,4
utility,61,49,53,10
essential,87,67,69,77
luxury,35,55,28,27
essential,61,96,77,36
utility,72,57,63,55
utility,78,91,28,34
utility,89,37,0,0
utility,52,44,43,24
utility,23,18,27,65
utility,46,30,83,56
