Boy0,48,63,0,82,miser
Boy1,42,17,88,5,geek
Boy2,96,18,68,23,miser
Boy3,0,1,63,5,miser
Boy4,3,29,45,44,geek
Boy5,22,57,5,37,geek
Boy6,63,38,42,91,generous
Boy7,38,72,83,25,miser
Boy8,2,11,50,98,miser
Boy9,76,67,89,11,miser
Boy10,14,56,90,46,miser
Boy11,57,63,55,23,geek
Boy12,31,89,51,13,geek
Boy13,32,29,13,81,miser
Boy14,91,8,93,15,generous
Boy15,84,4,10,93,generous
Boy16,25,81,82,30,generous
Boy17,6,74,80,55,generous
Boy18,55,99,38,43,generous
Boy19,74,69,79,81,miser
Boy20,77,81,12,25,generous
Boy21,12,16,97,19,geek
Boy22,26,9,43,55,miser
Boy23,82,57,95,79,geek
Boy24,33,66,33,37,generous
Boy25,6,6,85,33,geek
Boy26,91,85,32,23,miser
Boy27,0,66,74,58,geek
Boy28,7,3,48,94,miser
Boy29,74,14,28,55,miser
Boy30,12,15,36,25,miser
Boy31,98,65,53,40,geek
Boy32,14,38,6,7,geek
Boy33,6,9,16,10,miser
Boy34,59,78,33,71,miser
Boy35,82,61,71,55,geek
Boy36,60,85,15,24,generous
Boy37,60,76,10,67,geek
Boy38,84,20,30,20,geek
Boy39,28,45,53,34,generous
Boy40,6,98,45,11,geek
Boy41,25,15,67,51,geek
Boy42,72,25,48,4,miser
Boy43,0,67,83,25,generous
Boy44,1,48,67,81,generous
Boy45,4,18,87,93,generous
Boy46,72,76,82,42,generous
Boy47,25,22,9,42,generous
Boy48,42,70,73,81,miser
Boy49,15,31,61,68,generous
Boy50,48,71,18,83,generous
Boy51,74,59,75,78,generous
Boy52,29,27,77,87,miser
Boy53,20,84,52,11,generous
Boy54,7,6,8,76,geek
Boy55,63,49,24,5,generous
Boy56,12,49,50,8,geek
Boy57,16,10,73,72,generous
Boy58,29,5,9,16,generous
Boy59,65,40,94,54,miser
Boy60,71,74,12,73,geek
Boy61,61,1,83,93,generous
Boy62,34,53,46,38,miser
Boy63,7,37,40,54,miser
Boy64,10,99,82,87,miser
Boy65,41,45,49,63,geek
Boy66,24,71,69,31,generous
Boy67,73,78,19,78,generous
Boy68,55,49,18,67,generous
Boy69,49,22,8,19,generous
Boy70,87,25,69,79,geek
Boy71,59,32,86,15,geek
Boy72,39,66,54,49,geek
Boy73,6,53,33,70,generous
Boy74,47,2,75,83,generous
Boy75,58,0,84,23,generous
Boy76,96,7,71,40,miser
Boy77,15,65,31,2,geek
Boy78,1,64,16,97,generous
Boy79,57,43,14,93,miser
Boy80,93,13,26,79,miser
Boy81,4,37,79,79,generous
Boy82,38,73,98,33,miser
Boy83,57,62,83,42,miser
Boy84,84,9,37,71,geek
Boy85,40,55,7,27,geek
Boy86,40,35,95,81,generous
Boy87,49,8,4,58,generous
Boy88,14,11,81,55,geek
Boy89,39,20,9,39,miser
Boy90,80,87,21,41,geek
Boy91,74,19,11,14,geek
Boy92,78,2,6,91,geek
Boy93,85,32,27,84,miser
Boy94,45,61,83,87,generous
Boy95,73,18,56,65,miser
Boy96,34,19,39,78,geek
Boy97,37,16,68,89,miser
Boy98,48,22,15,1,geek
Boy99,39,39,52,79,generous
Boy100,68,12,56,53,miser
Boy101,48,84,45,80,miser
Boy102,21,15,42,37,geek
Boy103,13,88,84,54,generous
Boy104,68,45,50,75,miser
Boy105,18,85,81,0,miser
Boy106,15,40,25,72,miser
Boy107,21,53,97,40,miser
Boy108,35,0,85,35,generous
Boy109,80,74,15,12,miser
Boy110,62,6,63,11,miser
Boy111,41,47,18,42,miser
Boy112,94,19,70,36,geek
Boy113,95,83,83,90,geek
Boy114,90,95,90,5,miser
Boy115,64,26,86,33,generous
Boy116,15,57,28,18,geek
Boy117,67,63,5,66,generous
Boy118,63,90,82,68,geek
Boy119,43,42,30,63,generous
Boy120,45,51,14,44,miser
Boy121,0,82,99,42,geek
Boy122,92,30,31,40,generous
Boy123,30,12,46,73,geek
Boy124,97,62,22,25,geek
Boy125,75,93,47,0,geek
Boy126,57,78,18,85,miser
Boy127,64,96,9,92,geek
Boy128,63,48,56,5,generous
Boy129,86,1,19,67,miser
Boy130,9,10,32,18,generous
Boy131,37,91,93,34,geek
Boy132,62,32,34,32,geek
Boy133,35,30,87,31,miser
Boy134,34,70,32,47,geek
Boy135,56,24,62,86,generous
Boy136,88,8,19,1,generous
Boy137,94,70,0,53,generous
Boy138,88,8,55,85,geek
Boy139,68,78,85,66,miser
Boy140,74,25,92,93,miser
Boy141,14,85,84,3,generous
Boy142,68,88,90,75,geek
Boy143,21,62,64,67,geek
Boy144,16,94,48,56,geek
Boy145,7,74,51,11,geek
Boy146,56,16,10,61,miser
Boy147,19,1,90,9,geek
Boy148,24,25,7,61,miser
Boy149,95,52,18,55,miser
Boy150,33,54,13,51,geek
Boy151,94,83,75,73,miser
Boy152,6,90,3,69,generous
Boy153,7,83,68,44,generous
Boy154,27,94,9,46,generous
Boy155,99,66,92,29,miser
Boy156,92,12,94,77,geek
Boy157,68,43,72,34,miser
Boy158,90,61,35,40,geek
Boy159,75,4,18,21,generous
Boy160,31,35,8,66,geek
Boy161,65,67,24,38,geek
Boy162,21,21,69,0,generous
Boy163,70,93,93,98,miser
Boy164,6,73,94,38,geek
Boy165,87,23,84,83,geek
Boy166,36,20,43,41,generous
Boy167,31,76,39,70,miser
Boy168,23,18,5,98,generous
Boy169,17,62,81,21,miser
Boy170,9,91,61,36,generous
Boy171,46,92,26,49,geek
Boy172,29,57,43,81,miser
Boy173,76,19,87,89,miser
Boy174,64,72,44,22,generous
Boy175,48,68,15,30,generous
Boy176,40,78,19,26,generous
Boy177,4,14,86,14,miser
Boy178,11,71,16,36,generous
