Girl0,51,78,86,rich,normal
Girl1,66,6,83,attractive,normal
Girl2,72,4,93,rich,desperate
Girl3,47,84,37,attractive,choosy
Girl4,77,13,94,intelligent,choosy
Girl5,71,79,62,intelligent,desperate
Girl6,14,15,53,intelligent,normal
Girl7,43,53,6,rich,normal
Girl8,12,35,99,attractive,desperate
Girl9,48,54,48,attractive,desperate
Girl10,44,91,98,attractive,normal
Girl11,76,1,68,intelligent,choosy
Girl12,58,40,14,attractive,choosy
Girl13,93,44,57,rich,choosy
Girl14,95,68,74,intelligent,desperate
Girl15,1,15,33,attractive,desperate
Girl16,33,41,84,attractive,choosy
Girl17,46,86,25,rich,normal
Girl18,28,84,39,intelligent,normal
Girl19,19,67,99,attractive,normal
Girl20,65,32,71,intelligent,normal
Girl21,69,90,74,rich,choosy
Girl22,52,70,83,intelligent,normal
Girl23,31,86,61,rich,normal
Girl24,26,0,29,rich,choosy
Girl25,8,70,45,rich,normal
Girl26,82,54,8,intelligent,choosy
Girl27,29,80,67,rich,normal
Girl28,11,69,50,attractive,choosy
Girl29,87,96,73,rich,desperate
Girl30,2,69,97,attractive,normal
Girl31,80,44,37,rich,desperate
Girl32,44,85,98,intelligent,desperate
Girl33,89,97,20,attractive,choosy
Girl34,42,64,73,attractive,normal
Girl35,7,8,18,rich,choosy
Girl36,98,13,40,attractive,desperate
Girl37,10,47,86,intelligent,desperate
Girl38,53,42,36,rich,choosy
Girl39,12,85,48,rich,choosy
Girl40,67,31,60,attractive,choosy
Girl41,79,99,10,attractive,normal
Girl42,76,22,67,intelligent,choosy
Girl43,57,81,67,intelligent,normal
Girl44,34,25,92,attractive,desperate
Girl45,38,41,74,rich,choosy
Girl46,36,37,61,attractive,normal
Girl47,17,96,19,intelligent,desperate
Girl48,22,74,27,intelligent,desperate
Girl49,44,24,94,intelligent,normal
Girl50,74,23,1,intelligent,choosy
Girl51,11,55,99,attractive,choosy
Girl52,23,56,10,rich,normal
Girl53,95,88,19,intelligent,choosy
Girl54,9,25,7,rich,normal
Girl55,55,4,37,attractive,desperate
Girl56,62,37,27,rich,normal
Girl57,0,90,25,intelligent,normal
Girl58,47,42,9,attractive,choosy
Girl59,21,13,10,intelligent,choosy
Girl60,57,17,8,attractive,choosy
Girl61,13,3,67,attractive,normal
Girl62,38,48,36,attractive,desperate
Girl63,32,45,72,intelligent,choosy
Girl64,67,95,18,attractive,desperate
Girl65,2,84,64,attractive,normal
Girl66,43,73,4,rich,desperate
Girl67,47,41,20,attractive,desperate
Girl68,0,60,45,rich,choosy
Girl69,62,3,50,attractive,normal
Girl70,30,72,73,rich,desperate
Girl71,35,95,84,rich,desperate
Girl72,0,2,33,rich,desperate
Girl73,94,36,84,rich,normal
